,open,close,high,low,volume,money
2011-01-04,,,,,,
2011-01-05,,,,,,
2011-01-06,,,,,,
2011-01-07,,,,,,
2011-01-10,,,,,,
2011-01-11,,,,,,
2011-01-12,,,,,,
2011-01-13,,,,,,
2011-01-14,,,,,,
2011-01-17,,,,,,
2011-01-18,,,,,,
2011-01-19,,,,,,
2011-01-20,,,,,,
2011-01-21,,,,,,
2011-01-24,,,,,,
2011-01-25,,,,,,
2011-01-26,,,,,,
2011-01-27,,,,,,
2011-01-28,,,,,,
2011-01-31,,,,,,
2011-02-01,,,,,,
2011-02-09,,,,,,
2011-02-10,,,,,,
2011-02-11,,,,,,
2011-02-14,,,,,,
2011-02-15,,,,,,
2011-02-16,,,,,,
2011-02-17,,,,,,
2011-02-18,,,,,,
2011-02-21,,,,,,
2011-02-22,,,,,,
2011-02-23,,,,,,
2011-02-24,,,,,,
2011-02-25,,,,,,
2011-02-28,,,,,,
2011-03-01,,,,,,
2011-03-02,,,,,,
2011-03-03,,,,,,
2011-03-04,,,,,,
2011-03-07,,,,,,
2011-03-08,,,,,,
2011-03-09,,,,,,
2011-03-10,,,,,,
2011-03-11,,,,,,
2011-03-14,,,,,,
2011-03-15,,,,,,
2011-03-16,,,,,,
2011-03-17,,,,,,
2011-03-18,,,,,,
2011-03-21,,,,,,
2011-03-22,,,,,,
2011-03-23,,,,,,
2011-03-24,,,,,,
2011-03-25,,,,,,
2011-03-28,,,,,,
2011-03-29,,,,,,
2011-03-30,,,,,,
2011-03-31,,,,,,
2011-04-01,,,,,,
2011-04-06,,,,,,
2011-04-07,,,,,,
2011-04-08,,,,,,
2011-04-11,,,,,,
2011-04-12,,,,,,
2011-04-13,,,,,,
2011-04-14,,,,,,
2011-04-15,,,,,,
2011-04-18,,,,,,
2011-04-19,,,,,,
2011-04-20,,,,,,
2011-04-21,,,,,,
2011-04-22,,,,,,
2011-04-25,,,,,,
2011-04-26,,,,,,
2011-04-27,,,,,,
2011-04-28,,,,,,
2011-04-29,,,,,,
2011-05-03,,,,,,
2011-05-04,,,,,,
2011-05-05,,,,,,
2011-05-06,,,,,,
2011-05-09,,,,,,
2011-05-10,,,,,,
2011-05-11,,,,,,
2011-05-12,,,,,,
2011-05-13,,,,,,
2011-05-16,,,,,,
2011-05-17,,,,,,
2011-05-18,,,,,,
2011-05-19,,,,,,
2011-05-20,,,,,,
2011-05-23,,,,,,
2011-05-24,,,,,,
2011-05-25,,,,,,
2011-05-26,,,,,,
2011-05-27,,,,,,
2011-05-30,,,,,,
2011-05-31,,,,,,
2011-06-01,,,,,,
2011-06-02,,,,,,
2011-06-03,,,,,,
2011-06-07,,,,,,
2011-06-08,,,,,,
2011-06-09,,,,,,
2011-06-10,,,,,,
2011-06-13,,,,,,
2011-06-14,,,,,,
2011-06-15,,,,,,
2011-06-16,,,,,,
2011-06-17,,,,,,
2011-06-20,,,,,,
2011-06-21,,,,,,
2011-06-22,,,,,,
2011-06-23,,,,,,
2011-06-24,,,,,,
2011-06-27,,,,,,
2011-06-28,,,,,,
2011-06-29,,,,,,
2011-06-30,,,,,,
2011-07-01,,,,,,
2011-07-04,,,,,,
2011-07-05,,,,,,
2011-07-06,,,,,,
2011-07-07,,,,,,
2011-07-08,,,,,,
2011-07-11,,,,,,
2011-07-12,,,,,,
2011-07-13,,,,,,
2011-07-14,,,,,,
2011-07-15,,,,,,
2011-07-18,,,,,,
2011-07-19,,,,,,
2011-07-20,,,,,,
2011-07-21,,,,,,
2011-07-22,,,,,,
2011-07-25,,,,,,
2011-07-26,,,,,,
2011-07-27,,,,,,
2011-07-28,,,,,,
2011-07-29,,,,,,
2011-08-01,,,,,,
2011-08-02,,,,,,
2011-08-03,,,,,,
2011-08-04,,,,,,
2011-08-05,,,,,,
2011-08-08,,,,,,
2011-08-09,,,,,,
2011-08-10,,,,,,
2011-08-11,,,,,,
2011-08-12,,,,,,
2011-08-15,,,,,,
2011-08-16,,,,,,
2011-08-17,,,,,,
2011-08-18,,,,,,
2011-08-19,,,,,,
2011-08-22,,,,,,
2011-08-23,,,,,,
2011-08-24,,,,,,
2011-08-25,,,,,,
2011-08-26,,,,,,
2011-08-29,,,,,,
2011-08-30,,,,,,
2011-08-31,,,,,,
2011-09-01,,,,,,
2011-09-02,,,,,,
2011-09-05,,,,,,
2011-09-06,,,,,,
2011-09-07,,,,,,
2011-09-08,,,,,,
2011-09-09,,,,,,
2011-09-13,,,,,,
2011-09-14,,,,,,
2011-09-15,,,,,,
2011-09-16,,,,,,
2011-09-19,,,,,,
2011-09-20,,,,,,
2011-09-21,,,,,,
2011-09-22,,,,,,
2011-09-23,,,,,,
2011-09-26,,,,,,
2011-09-27,,,,,,
2011-09-28,,,,,,
2011-09-29,,,,,,
2011-09-30,,,,,,
2011-10-10,,,,,,
2011-10-11,,,,,,
2011-10-12,,,,,,
2011-10-13,,,,,,
2011-10-14,,,,,,
2011-10-17,,,,,,
2011-10-18,,,,,,
2011-10-19,,,,,,
2011-10-20,,,,,,
2011-10-21,,,,,,
2011-10-24,2585.4,2620.2,2638.2,2553.2,300.0,232358940.0
2011-10-25,2623.6,2665.6,2679.6,2607.2,204.0,161516040.0
2011-10-26,2665.0,2707.8,2719.6,2665.0,237.0,190639320.0
2011-10-27,2708.6,2713.4,2718.6,2698.0,151.0,122566740.0
2011-10-28,2736.6,2742.2,2781.0,2731.2,163.0,134457300.0
2011-10-31,2740.0,2735.0,2749.6,2721.2,261.0,214455300.0
2011-11-01,2724.2,2730.4,2774.8,2720.0,184.0,151370820.0
2011-11-02,2700.0,2818.0,2818.0,2700.0,238.0,196897800.0
2011-11-03,2818.6,2793.2,2829.6,2790.0,542.0,457410420.0
2011-11-04,2808.0,2816.8,2837.6,2803.8,246.0,208227300.0
2011-11-07,2806.0,2795.6,2819.6,2790.0,264.0,221488020.0
2011-11-08,2793.6,2780.0,2809.4,2774.0,134.0,112089720.0
2011-11-09,2796.0,2793.2,2808.0,2759.8,157.0,131153400.0
2011-11-10,2753.6,2748.0,2775.6,2746.2,124.0,102686460.0
2011-11-11,2756.8,2742.0,2765.0,2738.8,100.0,82590060.0
2011-11-14,2768.8,2801.0,2811.0,2765.4,195.0,163221360.0
2011-11-15,2790.0,2787.2,2801.8,2784.0,291.0,244003740.0
2011-11-16,2794.0,2719.6,2794.0,2704.8,338.0,278409900.0
2011-11-17,2723.4,2717.0,2733.0,2709.8,149.0,121630380.0
2011-11-18,2700.0,2655.6,2700.0,2646.6,396.0,317051340.0
2011-11-21,2657.2,2651.2,2659.0,2638.0,98.0,77872140.0
2011-11-22,2639.6,2646.2,2658.8,2628.0,132.0,104769780.0
2011-11-23,2656.2,2623.6,2657.0,2619.6,130.0,102699120.0
2011-11-24,2623.4,2629.0,2647.0,2607.8,146.0,114968580.0
2011-11-25,2630.0,2609.2,2630.0,2603.0,95.0,74558520.0
2011-11-28,2620.0,2617.8,2633.2,2606.6,103.0,80877300.0
2011-11-29,2633.4,2642.2,2650.8,2621.2,131.0,103722660.0
2011-11-30,2638.2,2563.0,2642.8,2555.0,399.0,309512760.0
2011-12-01,2626.0,2625.0,2676.2,2613.8,421.0,333729600.0
2011-12-02,2615.0,2605.2,2619.6,2591.0,194.0,151621800.0
2011-12-05,2603.8,2575.0,2611.8,2572.0,237.0,184215840.0
2011-12-06,2575.0,2561.4,2577.0,2553.0,569.0,437902860.0
2011-12-07,2575.0,2578.2,2578.2,2556.0,369.0,284515320.0
2011-12-08,2571.2,2572.0,2599.0,2543.0,638.0,491771460.0
2011-12-09,2565.0,2551.6,2571.0,2550.0,363.0,278513160.0
2011-12-12,2556.4,2532.0,2556.4,2528.2,322.0,245133900.0
2011-12-13,2524.0,2478.4,2526.2,2477.0,446.0,334376400.0
2011-12-14,2483.6,2456.2,2483.6,2451.0,342.0,253218600.0
2011-12-15,2448.8,2391.2,2448.8,2391.2,557.0,404646300.0
2011-12-16,2438.0,2434.0,2445.2,2395.0,1176.0,854475900.0
2011-12-19,2428.0,2439.6,2439.6,2362.4,911.0,655911600.0
2011-12-20,2432.0,2420.8,2458.8,2417.6,405.0,295752240.0
2011-12-21,2434.0,2400.8,2456.0,2390.0,599.0,435796440.0
