,open,close,high,low,volume,money
2011-01-04,,,,,,
2011-01-05,,,,,,
2011-01-06,,,,,,
2011-01-07,,,,,,
2011-01-10,,,,,,
2011-01-11,,,,,,
2011-01-12,,,,,,
2011-01-13,,,,,,
2011-01-14,,,,,,
2011-01-17,,,,,,
2011-01-18,,,,,,
2011-01-19,,,,,,
2011-01-20,,,,,,
2011-01-21,,,,,,
2011-01-24,,,,,,
2011-01-25,,,,,,
2011-01-26,,,,,,
2011-01-27,,,,,,
2011-01-28,,,,,,
2011-01-31,,,,,,
2011-02-01,,,,,,
2011-02-09,,,,,,
2011-02-10,,,,,,
2011-02-11,,,,,,
2011-02-14,,,,,,
2011-02-15,,,,,,
2011-02-16,,,,,,
2011-02-17,,,,,,
2011-02-18,,,,,,
2011-02-21,,,,,,
2011-02-22,,,,,,
2011-02-23,,,,,,
2011-02-24,,,,,,
2011-02-25,,,,,,
2011-02-28,,,,,,
2011-03-01,,,,,,
2011-03-02,,,,,,
2011-03-03,,,,,,
2011-03-04,,,,,,
2011-03-07,,,,,,
2011-03-08,,,,,,
2011-03-09,,,,,,
2011-03-10,,,,,,
2011-03-11,,,,,,
2011-03-14,,,,,,
2011-03-15,,,,,,
2011-03-16,,,,,,
2011-03-17,,,,,,
2011-03-18,,,,,,
2011-03-21,,,,,,
2011-03-22,,,,,,
2011-03-23,,,,,,
2011-03-24,,,,,,
2011-03-25,,,,,,
2011-03-28,,,,,,
2011-03-29,,,,,,
2011-03-30,,,,,,
2011-03-31,,,,,,
2011-04-01,,,,,,
2011-04-06,,,,,,
2011-04-07,,,,,,
2011-04-08,,,,,,
2011-04-11,,,,,,
2011-04-12,,,,,,
2011-04-13,,,,,,
2011-04-14,,,,,,
2011-04-15,,,,,,
2011-04-18,,,,,,
2011-04-19,,,,,,
2011-04-20,,,,,,
2011-04-21,,,,,,
2011-04-22,,,,,,
2011-04-25,,,,,,
2011-04-26,,,,,,
2011-04-27,,,,,,
2011-04-28,,,,,,
2011-04-29,,,,,,
2011-05-03,,,,,,
2011-05-04,,,,,,
2011-05-05,,,,,,
2011-05-06,,,,,,
2011-05-09,,,,,,
2011-05-10,,,,,,
2011-05-11,,,,,,
2011-05-12,,,,,,
2011-05-13,,,,,,
2011-05-16,,,,,,
2011-05-17,,,,,,
2011-05-18,,,,,,
2011-05-19,,,,,,
2011-05-20,,,,,,
2011-05-23,,,,,,
2011-05-24,,,,,,
2011-05-25,,,,,,
2011-05-26,,,,,,
2011-05-27,,,,,,
2011-05-30,,,,,,
2011-05-31,,,,,,
2011-06-01,,,,,,
2011-06-02,,,,,,
2011-06-03,,,,,,
2011-06-07,,,,,,
2011-06-08,,,,,,
2011-06-09,,,,,,
2011-06-10,,,,,,
2011-06-13,,,,,,
2011-06-14,,,,,,
2011-06-15,,,,,,
2011-06-16,,,,,,
2011-06-17,,,,,,
2011-06-20,,,,,,
2011-06-21,,,,,,
2011-06-22,,,,,,
2011-06-23,,,,,,
2011-06-24,,,,,,
2011-06-27,,,,,,
2011-06-28,,,,,,
2011-06-29,,,,,,
2011-06-30,,,,,,
2011-07-01,,,,,,
2011-07-04,,,,,,
2011-07-05,,,,,,
2011-07-06,,,,,,
2011-07-07,,,,,,
2011-07-08,,,,,,
2011-07-11,,,,,,
2011-07-12,,,,,,
2011-07-13,,,,,,
2011-07-14,,,,,,
2011-07-15,,,,,,
2011-07-18,3234.8,3225.4,3242.8,3221.6,134.0,129876780.0
2011-07-19,3221.6,3221.8,3223.8,3195.2,52.0,50069160.0
2011-07-20,3227.4,3198.6,3229.4,3188.6,49.0,47137620.0
2011-07-21,3195.2,3179.4,3208.0,3173.4,42.0,40203060.0
2011-07-22,3182.6,3183.0,3196.6,3177.4,36.0,34387200.0
2011-07-25,3156.0,3082.4,3164.8,3076.2,87.0,81382080.0
2011-07-26,3083.0,3088.0,3088.0,3076.4,27.0,24961800.0
2011-07-27,3066.2,3097.6,3101.6,3060.2,54.0,49931100.0
2011-07-28,3085.6,3078.6,3090.0,3068.8,61.0,56358960.0
2011-07-29,3088.4,3063.2,3097.6,3061.2,40.0,36958980.0
2011-08-01,3075.6,3075.0,3080.8,3068.4,40.0,36915780.0
2011-08-02,3051.0,3056.6,3058.8,3020.4,53.0,48290520.0
2011-08-03,3042.6,3055.0,3068.2,3036.2,57.0,52217160.0
2011-08-04,3062.0,3061.6,3077.8,3057.2,27.0,24849480.0
2011-08-05,2992.0,2997.4,3018.8,2982.0,56.0,50377200.0
2011-08-08,2989.8,2888.2,2996.0,2854.8,173.0,151345740.0
2011-08-09,2812.2,2905.8,2905.8,2801.0,162.0,138718440.0
2011-08-10,2934.8,2901.2,2939.6,2896.2,114.0,100019580.0
2011-08-11,2878.2,2979.6,2979.6,2875.4,142.0,124324320.0
2011-08-12,2976.6,2949.6,2979.2,2949.6,62.0,55189500.0
2011-08-15,2962.2,2980.2,2989.0,2901.0,168.0,149666760.0
2011-08-16,2983.6,2950.0,2987.6,2950.0,95.0,84707400.0
2011-08-17,2949.8,2975.8,2980.6,2949.8,78.0,69356760.0
2011-08-18,2953.8,2910.0,2957.6,2906.8,57.0,50101080.0
2011-08-19,2894.8,2867.2,2894.8,2851.6,222.0,190993320.0
2011-08-22,2879.6,2837.0,2894.6,2825.0,140.0,119982720.0
2011-08-23,2813.6,2877.8,2877.8,2813.6,146.0,124859580.0
2011-08-24,2880.0,2848.0,2889.6,2847.8,106.0,91337100.0
2011-08-25,2859.6,2964.6,2964.6,2859.6,174.0,152231040.0
2011-08-26,2951.8,2943.2,2964.6,2924.8,110.0,97150860.0
2011-08-29,2934.6,2908.8,2934.6,2896.0,95.0,82967940.0
2011-08-30,2919.6,2887.0,2966.8,2884.2,376.0,330636960.0
2011-08-31,2897.0,2899.4,2907.8,2880.0,63.0,54724560.0
2011-09-01,2911.2,2883.2,2926.8,2881.2,99.0,86160300.0
2011-09-02,2880.8,2858.0,2893.8,2849.0,122.0,104733240.0
2011-09-05,2837.2,2793.2,2837.2,2791.6,294.0,247644120.0
2011-09-06,2786.6,2794.8,2796.8,2767.8,194.0,162002280.0
2011-09-07,2802.0,2828.0,2835.2,2780.0,234.0,196950840.0
2011-09-08,2835.8,2810.4,2839.6,2810.4,106.0,89767440.0
2011-09-09,2824.0,2797.4,2850.0,2786.0,377.0,317856420.0
2011-09-13,2768.0,2757.2,2771.0,2745.2,295.0,243944520.0
2011-09-14,2770.2,2768.8,2774.8,2716.0,344.0,284009100.0
2011-09-15,2772.0,2769.6,2795.0,2763.2,243.0,202455360.0
2011-09-16,2779.6,2775.2,2796.0,2770.0,300.0,250454340.0
2011-09-19,2770.2,2714.2,2770.2,2714.0,225.0,184701960.0
2011-09-20,2715.0,2744.4,2744.4,2708.0,272.0,222286320.0
2011-09-21,2735.0,2801.4,2817.4,2715.0,530.0,440461440.0
2011-09-22,2780.0,2717.0,2790.4,2715.0,375.0,310957380.0
2011-09-23,2699.8,2706.8,2719.6,2660.8,523.0,422086080.0
2011-09-26,2725.0,2640.2,2725.0,2640.2,539.0,432581460.0
2011-09-27,2672.0,2679.8,2694.0,2652.6,347.0,278180700.0
2011-09-28,2697.6,2647.0,2697.6,2630.2,357.0,285615000.0
2011-09-29,2627.8,2631.4,2649.6,2612.4,466.0,368059440.0
2011-09-30,2634.0,2610.0,2644.2,2610.0,282.0,222295200.0
2011-10-10,2619.8,2607.0,2646.8,2603.0,274.0,215494200.0
2011-10-11,2650.2,2593.2,2679.8,2580.6,494.0,389835360.0
2011-10-12,2576.4,2672.0,2682.8,2575.0,621.0,490886340.0
2011-10-13,2679.0,2691.4,2702.8,2668.0,268.0,216014640.0
2011-10-14,2699.2,2693.0,2703.8,2669.8,298.0,240251220.0
2011-10-17,2699.6,2699.6,2726.2,2690.0,382.0,309954360.0
2011-10-18,2665.0,2625.0,2688.2,2623.2,409.0,326082300.0
2011-10-19,2642.0,2617.8,2655.8,2614.0,257.0,202915320.0
2011-10-20,2606.0,2554.8,2606.0,2536.0,489.0,375964560.0
2011-10-21,2557.2,2548.0,2570.0,2543.0,329.0,252175920.0
2011-10-24,2569.0,2598.8,2622.0,2536.6,1305.0,1009114680.0
