,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,dividend_ratio,transfer_ratio,bonus_ratio_rmb,bonus_ratio_usd,bonus_ratio_hkd,at_bonus_ratio_rmb,exchange_rate,dividend_number,transfer_number,bonus_amount_rmb,a_registration_date,b_registration_date,a_xr_date,b_xr_baseday,b_final_trade_date,a_bonus_date,b_bonus_date,dividend_arrival_date,a_increment_listing_date,b_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,note,a_transfer_arrival_date,b_transfer_arrival_date,b_dividend_arrival_date,note_of_no_dividend,plan_progress_code,plan_progress,bonus_cancel_pub_date
0,151543,430000623,吉林敖东药业集团股份有限公司,000623.XSHE,2010-06-30,,2010-08-17,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
1,151544,430000623,吉林敖东药业集团股份有限公司,000623.XSHE,2010-12-31,年度分红,2011-04-19,10送2股派0.3元(含税),57335.797,2011-05-10,10送2股派0.3元(含税),57335.797,2011-06-01,10送2股派0.3元(含税),57335.797,2.0,,0.3,,,,,11467.1594,,1720.0739,2011-06-08,,2011-06-09,,,2011-06-09,,2011-06-09,2011-06-09,,57335.797,68802.9564,51811.5958,62173.915,,,,,,313002,实施方案,
2,151545,430000623,吉林敖东药业集团股份有限公司,000623.XSHE,2011-06-30,中期分红,2011-08-23,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
3,151546,430000623,吉林敖东药业集团股份有限公司,000623.XSHE,2011-12-31,年度分红,2012-04-17,10送3股派2元(含税),68802.9564,2012-05-09,10送3股派2元(含税),68802.9564,2012-06-05,10送3股派2元(含税),68802.9564,3.0,,2.0,,,,,20640.8869,,13760.5913,2012-06-11,,2012-06-12,,,2012-06-12,,2012-06-12,2012-06-12,,68802.9564,89443.8433,63549.9381,82614.9195,,,,,,313002,实施方案,
4,151547,430000623,吉林敖东药业集团股份有限公司,000623.XSHE,2012-06-30,中期分红,2012-08-28,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
5,151548,430000623,吉林敖东药业集团股份有限公司,000623.XSHE,2012-12-31,年度分红,2013-04-23,10派1元(含税),89443.8433,2013-05-15,10派1元(含税),89443.8433,2013-07-03,10派1元(含税),89443.8433,,,1.0,,,0.95,,,,8944.3843,2013-07-08,,2013-07-09,,,2013-07-09,,,,,89443.8433,,,,,,,,,313002,实施方案,
6,151549,430000623,吉林敖东药业集团股份有限公司,000623.XSHE,2013-06-30,中期分红,2013-08-27,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
7,151550,430000623,吉林敖东药业集团股份有限公司,000623.XSHE,2013-12-31,年度分红,2014-04-22,10派1元(含税),89443.8433,2014-05-17,10派1元(含税),89443.8433,2014-06-13,10派1元(含税),89443.8433,,,1.0,,,0.95,,,,8944.3843,2014-06-18,,2014-06-19,,,2014-06-19,,,,,89443.8433,,,,,,,,,313002,实施方案,
8,151551,430000623,吉林敖东药业集团股份有限公司,000623.XSHE,2014-06-30,中期分红,2014-08-19,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
9,151552,430000623,吉林敖东药业集团股份有限公司,000623.XSHE,2014-12-31,年度分红,2015-04-21,10派2元(含税),89443.8433,2015-05-16,10派2元(含税),89443.8433,2015-06-09,10派2元(含税),89443.8433,,,2.0,,,1.9,,,,17888.7687,2015-06-16,,2015-06-17,,,2015-06-17,,,,,89443.8433,,,,,,,,,313002,实施方案,
10,151553,430000623,吉林敖东药业集团股份有限公司,000623.XSHE,2015-06-30,中期分红,2015-08-22,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
11,151554,430000623,吉林敖东药业集团股份有限公司,000623.XSHE,2015-12-31,年度分红,2016-03-29,10派3元(含税),89443.8433,2016-04-20,10派3元(含税),89443.8433,2016-06-08,10派3元(含税),89443.8433,,,3.0,,,3.0,,,,26833.153,2016-06-15,,2016-06-16,,,2016-06-16,,,,,89443.8433,,,,"2016-06-08：公司回购专用证券账户所持股份19,809,743股不参与此次利润分配。",,,,,313002,实施方案,
12,151555,430000623,吉林敖东药业集团股份有限公司,000623.XSHE,2016-06-30,中期分红,2016-08-30,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
13,151556,430000623,吉林敖东药业集团股份有限公司,000623.XSHE,2016-12-31,年度分红,2017-03-31,10送3股派3元(含税),89443.8433,2017-04-22,10送3股派3元(含税),89443.8433,2017-06-09,10送3股派3元(含税),89443.8433,3.0,,3.0,,,3.0,,26833.1529,,26833.153,2017-06-16,,2017-06-19,,,2017-06-19,,2017-06-19,2017-06-19,,89443.8433,116276.9962,82481.8255,107226.3731,,,,,,313002,实施方案,
14,151557,430000623,吉林敖东药业集团股份有限公司,000623.XSHE,2017-06-30,中期分红,2017-08-26,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
15,44309,430000623,吉林敖东药业集团股份有限公司,000623.XSHE,2017-12-31,年度分红,2018-03-31,10派3元(含税),116276.9962,2018-04-25,10派3元(含税),116276.9962,2018-06-14,10派3元(含税),116276.9962,,,3.0,,,3.0,,,,34883.0989,2018-06-21,,2018-06-22,,,2018-06-22,,,,,116276.9962,,,,,,,,,313002,实施方案,
16,168037,430000623,吉林敖东药业集团股份有限公司,000623.XSHE,2018-06-30,中期分红,2018-08-30,不分配不转增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313001,董事会预案,
