,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000021.XSHE,143373,430000021,深圳长城开发科技股份有限公司,000021.XSHE,2013-12-31,年度分红,2014-03-31,10派0.5元(含税),147125.9363,2014-04-28,10派0.5元(含税),147125.9363,2014-06-12,10派0.5元(含税),147125.9363,0.5,0.475,7356.2968,2014-06-18,2014-06-19,2014-06-19,147125.9363,313002,实施方案
000060.XSHE,144746,430000060,深圳市中金岭南有色金属股份有限公司,000060.XSHE,2013-12-31,年度分红,2014-03-27,10派0.3元(含税),206294.08800000002,2014-04-26,10派0.3元(含税),206294.08800000002,2014-06-12,10派0.3元(含税),206294.08800000002,0.3,0.285,6188.8226,2014-06-18,2014-06-19,2014-06-19,206294.08800000002,313002,实施方案
000623.XSHE,151550,430000623,吉林敖东药业集团股份有限公司,000623.XSHE,2013-12-31,年度分红,2014-04-22,10派1元(含税),89443.8433,2014-05-17,10派1元(含税),89443.8433,2014-06-13,10派1元(含税),89443.8433,1.0,0.95,8944.3843,2014-06-18,2014-06-19,2014-06-19,89443.8433,313002,实施方案
000768.XSHE,155917,430000768,中航飞机股份有限公司,000768.XSHE,2013-12-31,年度分红,2014-04-01,10派0.15元(含税),265383.4509,2014-04-25,10派0.15元(含税),265383.4509,2014-06-12,10派0.15元(含税),265383.4509,0.15,0.1425,3980.7518,2014-06-18,2014-06-19,2014-06-19,265383.4509,313002,实施方案
002411.XSHE,10294,300012607,江苏必康制药股份有限公司,002411.XSHE,2013-12-31,年度分红,2014-04-15,10派0.2元(含税),34830.0,2014-05-08,10派0.2元(含税),34830.0,2014-06-11,10派0.2元(含税),34830.0,0.2,0.19,696.6,2014-06-18,2014-06-19,2014-06-19,34830.0,313002,实施方案
600023.XSHG,21383,300027828,浙江浙能电力股份有限公司,600023.XSHG,2013-12-31,年度分红,2014-03-31,10转增3股派2元(含税),910543.2605,2014-04-26,10转增3股派2元(含税),910543.2605,2014-06-13,10转增3股派2元(含税),910543.2605,2.0,1.9,182108.6521,2014-06-18,2014-06-19,2014-06-19,910543.2605,313002,实施方案
600188.XSHG,28702,420600188,兖州煤业股份有限公司,600188.XSHG,2013-12-31,年度分红,2014-03-24,10派0.2元(含税),491840.0,2014-05-15,10派0.2元(含税),491840.0,2014-06-13,10派0.2元(含税),491840.0,0.2,0.19,9836.8,2014-06-18,2014-06-19,2014-06-19,491840.0,313002,实施方案
600406.XSHG,35425,420600406,国电南瑞科技股份有限公司,600406.XSHG,2013-12-31,年度分红,2014-03-28,10派1元(含税),242895.3351,2014-04-24,10派1元(含税),242895.3351,2014-06-13,10派1元(含税),242895.3351,1.0,0.95,24289.5335,2014-06-18,2014-06-19,2014-06-19,242895.3351,313002,实施方案
600535.XSHG,38328,420600535,天士力医药集团股份有限公司,600535.XSHG,2013-12-31,年度分红,2014-03-29,10派3.5元(含税),103284.2654,2014-04-22,10派3.5元(含税),103284.2654,2014-06-13,10派3.5元(含税),103284.2654,3.5,3.325,36149.4929,2014-06-18,2014-06-19,2014-06-19,103284.2654,313002,实施方案
600718.XSHG,133916,420600718,东软集团股份有限公司,600718.XSHG,2013-12-31,年度分红,2014-03-29,10派1.1元(含税),122759.4245,2014-04-25,10派1.1元(含税),122759.4245,2014-06-13,10派1.1元(含税),122759.4245,1.1,1.045,13503.5367,2014-06-18,2014-06-19,2014-06-19,122759.4245,313002,实施方案
600811.XSHG,137673,420600811,东方集团股份有限公司,600811.XSHG,2013-12-31,年度分红,2014-04-01,10派0.3元(含税),166680.5374,2014-04-23,10派0.3元(含税),166680.5374,2014-06-13,10派0.3元(含税),166680.5374,0.3,0.285,5000.4161,2014-06-18,2014-06-19,2014-06-19,166680.5374,313002,实施方案
600998.XSHG,12475,300015627,九州通医药集团股份有限公司,600998.XSHG,2013-12-31,年度分红,2014-04-29,10派1元(含税),160961.6634,2014-05-23,10派1元(含税),160961.6634,2014-06-13,10派1元(含税),160961.6634,1.0,0.95,16096.1663,2014-06-18,2014-06-19,2014-06-19,160961.6634,313002,实施方案
